지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2023-03-08 06:31,7.6,0,59.6,1.3,1008.9,1019.4,84.2,0,0
108,2023-03-08 06:32,7.7,0,46.3,1.2,1008.9,1019.4,84.4,0,0
108,2023-03-08 06:33,7.7,0,45.5,1.4,1008.9,1019.4,84.8,0,0
108,2023-03-08 06:34,7.7,0,37.1,1.5,1008.9,1019.4,83,0,0
108,2023-03-08 06:35,7.6,0,30.9,1.8,1008.8,1019.3,83.7,0,0
108,2023-03-08 06:36,7.6,0,32.5,1.7,1008.8,1019.3,83.2,0,0
108,2023-03-08 06:37,7.6,0,32.3,2.1,1008.8,1019.3,84,0,0
108,2023-03-08 06:38,7.6,0,37.1,2.4,1008.8,1019.3,84.4,0,0
108,2023-03-08 06:39,7.7,0,38.2,1.9,1008.8,1019.3,84.6,0,0
108,2023-03-08 06:40,7.7,0,40.7,1.5,1008.8,1019.3,83.8,0,0
108,2023-03-08 06:41,7.7,0,43.3,1.7,1008.9,1019.4,83.2,0,0
108,2023-03-08 06:42,7.7,0,45.3,1.8,1008.9,1019.4,82.5,0,0
108,2023-03-08 06:43,7.7,0,36.5,1.4,1008.9,1019.4,84,0,0
108,2023-03-08 06:44,7.7,0,36.5,1.6,1008.9,1019.4,84.3,0,0
108,2023-03-08 06:45,7.7,0,39.4,1.8,1008.9,1019.4,83.6,0,0
108,2023-03-08 06:46,7.7,0,40.9,1.3,1008.9,1019.4,83.9,0,0
108,2023-03-08 06:47,7.7,0,36.8,1.7,1008.9,1019.4,84,0,0
108,2023-03-08 06:48,7.7,0,32.6,1.8,1008.9,1019.4,83.4,0,0
108,2023-03-08 06:49,7.6,0,28.6,1.8,1008.9,1019.4,84.2,0,0
108,2023-03-08 06:50,7.6,0,21.2,2.3,1008.9,1019.4,84,0,0
108,2023-03-08 06:51,7.6,0,20.9,2.2,1008.9,1019.4,83.5,0,0
108,2023-03-08 06:52,7.6,0,20.5,2.4,1008.9,1019.4,83.8,0,0
108,2023-03-08 06:53,7.6,0,20.6,2.4,1008.9,1019.4,83.7,0,0
108,2023-03-08 06:54,7.6,0,28,2.1,1008.9,1019.4,83.7,0,0
108,2023-03-08 06:55,7.5,0,25,2.5,1008.8,1019.3,83.4,0,0
108,2023-03-08 06:56,7.5,0,26.3,2.7,1008.8,1019.3,83.7,0,0
108,2023-03-08 06:57,7.5,0,24.3,2.6,1008.8,1019.3,83.4,0,0
108,2023-03-08 06:58,7.5,0,30.9,1.9,1008.8,1019.3,83.3,0,0
108,2023-03-08 06:59,7.5,0,32.8,1.5,1008.8,1019.3,83.6,0,0
108,2023-03-08 07:00,7.4,0,39.2,1.5,1008.8,1019.3,83.5,0,0
108,2023-03-08 07:01,7.4,0,37,2.1,1008.8,1019.3,83.4,0,0
108,2023-03-08 07:02,7.5,0,31.4,2.5,1008.9,1019.4,83.1,0,0
108,2023-03-08 07:03,7.5,0,30.8,2.5,1008.9,1019.4,82.9,0,0
108,2023-03-08 07:04,7.5,0,31.1,2.2,1008.9,1019.4,84.3,0,0
108,2023-03-08 07:05,7.5,0,24.2,1.8,1008.9,1019.4,84.1,0,0
108,2023-03-08 07:06,7.5,0,25,1.8,1008.9,1019.4,83.8,0,0
108,2023-03-08 07:07,7.5,0,22.5,2.3,1008.9,1019.4,84.6,0,0
108,2023-03-08 07:08,7.5,0,31.8,2.2,1008.9,1019.4,85,0,0
108,2023-03-08 07:09,7.5,0,22.4,2.4,1009,1019.5,84.9,0,0
108,2023-03-08 07:10,7.5,0,25.1,2.6,1009,1019.5,84.7,0,0
108,2023-03-08 07:11,7.5,0,25,2.6,1009,1019.5,84.6,0,0
108,2023-03-08 07:12,7.5,0,24.4,2.6,1009,1019.5,84,0,0
108,2023-03-08 07:13,7.5,0,30.1,2.3,1009,1019.5,84.6,0,0
108,2023-03-08 07:14,7.5,0,30.9,2.1,1009,1019.5,84.7,0,0
108,2023-03-08 07:15,7.5,0,33.7,2,1009,1019.5,84.5,0,0
108,2023-03-08 07:16,7.5,0,33.7,1.9,1009,1019.5,84.7,.01,0
108,2023-03-08 07:17,7.5,0,27.4,1.8,1009,1019.5,84.6,.01,0
108,2023-03-08 07:18,7.5,0,24.2,1.8,1009,1019.5,85.3,.01,0
108,2023-03-08 07:19,7.6,0,17.4,1.9,1009,1019.5,85.1,.01,0
108,2023-03-08 07:20,7.6,0,17.4,2,1009,1019.5,84.5,.01,0
108,2023-03-08 07:21,7.6,0,17,2,1009,1019.5,84.7,.01,0
108,2023-03-08 07:22,7.6,0,13.4,2.1,1009,1019.5,85.1,.01,0
108,2023-03-08 07:23,7.6,0,18.9,2.3,1009,1019.5,84.7,.01,0
108,2023-03-08 07:24,7.6,0,16.4,2.4,1009,1019.5,85.6,.01,0
108,2023-03-08 07:25,7.6,0,17.6,2.1,1009,1019.5,85.6,.01,0
108,2023-03-08 07:26,7.6,0,9,2.1,1009.1,1019.6,85.5,.02,0
108,2023-03-08 07:27,7.7,0,16.8,2.3,1009.1,1019.6,85.2,.02,0
108,2023-03-08 07:28,7.7,0,16.2,2.5,1009.1,1019.6,84.6,.02,0
108,2023-03-08 07:29,7.7,0,10.2,2.2,1009.2,1019.7,85.1,.02,0
108,2023-03-08 07:30,7.7,0,11.7,2.2,1009.2,1019.7,85.2,.02,0
108,2023-03-08 07:31,7.8,0,314.6,1.9,1009.2,1019.7,85.6,.02,0
108,2023-03-08 07:32,7.8,0,11.5,1.8,1009.2,1019.7,85.8,.02,0
108,2023-03-08 07:33,7.8,0,8.2,1.8,1009.2,1019.7,85.5,.03,0
108,2023-03-08 07:34,7.9,0,11,2.2,1009.3,1019.8,84.4,.03,0
108,2023-03-08 07:35,7.9,0,355.7,1.8,1009.3,1019.8,84.1,.03,0
108,2023-03-08 07:36,7.9,0,16.2,1.9,1009.3,1019.8,85,.03,0
108,2023-03-08 07:37,7.9,0,12.8,2,1009.3,1019.8,85.3,.03,0
108,2023-03-08 07:38,8,0,13.9,1.9,1009.3,1019.8,85.6,.03,0
108,2023-03-08 07:39,8,0,17,1.9,1009.3,1019.8,85.6,.04,0
108,2023-03-08 07:40,8,0,19.3,1.8,1009.3,1019.8,84.6,.04,0
108,2023-03-08 07:41,8,0,16.6,1.8,1009.3,1019.8,83.1,.04,0
108,2023-03-08 07:42,8.1,0,14.8,2,1009.4,1019.9,84.4,.04,0
108,2023-03-08 07:43,8.1,0,14.5,1.7,1009.4,1019.9,85,.04,0
108,2023-03-08 07:44,8.1,0,23.2,1.8,1009.4,1019.9,85.5,.05,0
108,2023-03-08 07:45,8.2,0,25.2,1.7,1009.4,1019.9,85.3,.05,0
108,2023-03-08 07:46,8.2,0,34.4,1.8,1009.3,1019.8,84.9,.05,0
108,2023-03-08 07:47,8.2,0,30.8,1.6,1009.3,1019.8,84,.06,0
108,2023-03-08 07:48,8.2,0,28.9,1.9,1009.3,1019.8,84.8,.06,0
108,2023-03-08 07:49,8.2,0,42.5,1.6,1009.3,1019.8,84.5,.06,0
108,2023-03-08 07:50,8.2,0,42.8,1.3,1009.3,1019.8,84.5,.07,0
108,2023-03-08 07:51,8.2,0,50.6,.9,1009.3,1019.8,84.4,.07,0
108,2023-03-08 07:52,8.3,0,48.5,.9,1009.3,1019.8,84.6,.08,0
108,2023-03-08 07:53,8.3,0,45,1.4,1009.3,1019.8,84.6,.08,0
108,2023-03-08 07:54,8.4,0,35.5,1.3,1009.3,1019.8,84.4,.09,0
108,2023-03-08 07:55,8.4,0,22.2,1.4,1009.3,1019.8,84,.09,0
108,2023-03-08 07:56,8.4,0,24.4,1.1,1009.4,1019.9,83.6,.1,0
108,2023-03-08 07:57,8.4,0,24.7,1.6,1009.4,1019.9,84,.11,0
108,2023-03-08 07:58,8.5,0,124.1,1.8,1009.4,1019.9,83.7,.11,0
108,2023-03-08 07:59,8.5,0,24.7,2.2,1009.4,1019.9,82.8,.12,0
108,2023-03-08 08:00,8.6,0,17.6,2.4,1009.4,1019.9,83.7,.12,0
108,2023-03-08 08:01,8.6,0,22.8,2.3,1009.4,1019.9,84.4,.13,0
108,2023-03-08 08:02,8.6,0,21.5,2.3,1009.4,1019.9,83.7,.14,0
108,2023-03-08 08:03,8.6,0,23.6,2.3,1009.4,1019.9,82.7,.14,0
108,2023-03-08 08:04,8.6,0,36.4,2.3,1009.5,1020,83.4,.15,0
108,2023-03-08 08:05,8.7,0,24.1,2,1009.5,1020,83.9,.15,0
108,2023-03-08 08:06,8.7,0,27.6,1.9,1009.5,1020,82.1,.16,0
108,2023-03-08 08:07,8.7,0,32.8,1.6,1009.5,1020,82.5,.17,0
108,2023-03-08 08:08,8.7,0,32.2,1.2,1009.5,1020,83.8,.17,0
108,2023-03-08 08:09,8.7,0,26.8,1.3,1009.5,1020,84,.18,0
108,2023-03-08 08:10,8.7,0,40.2,1.4,1009.5,1020,83.2,.19,0
108,2023-03-08 08:11,8.7,0,46.8,1,1009.6,1020.1,83,.2,0
108,2023-03-08 08:12,8.7,0,54.1,.8,1009.6,1020.1,81.8,.2,0
108,2023-03-08 08:13,8.8,0,70.8,.5,1009.6,1020,82.1,.21,0
108,2023-03-08 08:14,8.9,0,45.3,.7,1009.6,1020,82.6,.22,0
108,2023-03-08 08:15,8.9,0,37.4,1.2,1009.7,1020.1,81.7,.23,0
108,2023-03-08 08:16,9,0,36.9,1.4,1009.7,1020.1,82.5,.24,0
108,2023-03-08 08:17,9,0,49.5,1.2,1009.7,1020.1,82.4,.25,0
108,2023-03-08 08:18,9.1,0,47.1,1.7,1009.6,1020,83.1,.25,0
108,2023-03-08 08:19,9.1,0,44.3,2.1,1009.6,1020,81.7,.26,0
108,2023-03-08 08:20,9.1,0,51.9,2.2,1009.6,1020,82.8,.27,0
108,2023-03-08 08:21,9.2,0,47.6,1.3,1009.6,1020,82.5,.27,0
108,2023-03-08 08:22,9.3,0,39,1.6,1009.7,1020.1,81.4,.28,0
108,2023-03-08 08:23,9.3,0,37.4,2.2,1009.7,1020.1,81,.28,0
108,2023-03-08 08:24,9.3,0,34,2.2,1009.7,1020.1,81.8,.29,0
108,2023-03-08 08:25,9.4,0,40.1,2.3,1009.7,1020.1,82.1,.3,0
108,2023-03-08 08:26,9.4,0,58.1,2,1009.8,1020.2,81.6,.3,0
108,2023-03-08 08:27,9.4,0,29.4,2.1,1009.8,1020.2,80.2,.31,0
108,2023-03-08 08:28,9.4,0,33.8,1.9,1009.8,1020.2,81.7,.32,0
108,2023-03-08 08:29,9.4,0,32.4,1.5,1009.8,1020.2,80.9,.32,0
108,2023-03-08 08:30,9.5,0,27.4,2,1009.8,1020.2,79.6,.33,0
108,2023-03-08 08:31,9.5,0,17.6,2.1,1009.8,1020.2,80,.33,0
108,2023-03-08 08:32,9.5,0,23.1,1.3,1009.9,1020.3,80.3,.34,0
108,2023-03-08 08:33,9.5,0,28.4,1.2,1009.9,1020.3,81.3,.34,0
108,2023-03-08 08:34,9.5,0,41.8,1.3,1009.9,1020.3,80.9,.35,0
108,2023-03-08 08:35,9.5,0,36.5,1.9,1009.9,1020.3,80.2,.35,0
108,2023-03-08 08:36,9.5,0,40.1,1.8,1009.9,1020.3,81.1,.35,0
108,2023-03-08 08:37,9.6,0,49.1,1.4,1010,1020.4,79.4,.36,0
108,2023-03-08 08:38,9.6,0,47.7,1,1010,1020.4,80.3,.36,0
108,2023-03-08 08:39,9.6,0,26.6,.9,1010,1020.4,80.4,.37,0
108,2023-03-08 08:40,9.6,0,36.9,1.1,1010,1020.4,79.4,.37,0
108,2023-03-08 08:41,9.6,0,69.9,1.1,1010,1020.4,80.3,.37,0
108,2023-03-08 08:42,9.6,0,65.7,.4,1010,1020.4,79.9,.38,0
108,2023-03-08 08:43,9.6,0,58.5,.7,1010,1020.4,79.3,.38,0
108,2023-03-08 08:44,9.6,0,69.3,.9,1010,1020.4,78.4,.39,0
108,2023-03-08 08:45,9.7,0,59.9,.9,1010,1020.4,79,.39,0
108,2023-03-08 08:46,9.7,0,42.9,1.5,1010,1020.4,78.4,.4,0
108,2023-03-08 08:47,9.8,0,32.7,1.6,1010,1020.4,78.9,.4,0
108,2023-03-08 08:48,9.8,0,38.5,1.6,1010,1020.4,78.2,.41,0
108,2023-03-08 08:49,9.8,0,32.7,1.7,1010,1020.4,78.5,.42,0
108,2023-03-08 08:50,9.9,0,35.7,1.6,1010,1020.4,78.6,.42,0
108,2023-03-08 08:51,9.8,0,43.5,1.3,1010,1020.4,78.4,.43,0
108,2023-03-08 08:52,9.8,0,32.1,1.3,1010,1020.4,77.5,.44,0
108,2023-03-08 08:53,9.8,0,39.5,.8,1010,1020.4,77.9,.44,0
108,2023-03-08 08:54,9.9,0,63.1,.6,1010,1020.4,77.7,.45,0
108,2023-03-08 08:55,9.9,0,99.7,.3,1010,1020.4,78.1,.46,0
108,2023-03-08 08:56,9.9,0,38.6,.2,1010,1020.4,76.7,.47,0
108,2023-03-08 08:57,10,0,5.3,.6,1010,1020.4,77.7,.48,0
108,2023-03-08 08:58,10,0,25.5,.3,1010,1020.4,77.3,.5,0
108,2023-03-08 08:59,10,0,18.1,.2,1010,1020.4,76.7,.52,60
108,2023-03-08 09:00,10.1,0,31.3,.7,1010,1020.4,76.2,.53,180
108,2023-03-08 09:01,10.1,0,27,1.2,1010,1020.4,77.1,.54,180
108,2023-03-08 09:02,10.2,0,25.8,1.2,1010,1020.4,76.2,.56,240
108,2023-03-08 09:03,10.2,0,28.5,1.2,1010,1020.4,76.8,.57,300
108,2023-03-08 09:04,10.3,0,70.8,1,1010,1020.4,76.9,.58,300
108,2023-03-08 09:05,10.4,0,50.8,1.2,1010,1020.4,75.6,.58,300
108,2023-03-08 09:06,10.4,0,35.8,1.1,1010,1020.4,74.8,.59,300
108,2023-03-08 09:07,10.4,0,21.9,1.2,1010,1020.4,75.8,.6,300
108,2023-03-08 09:08,10.5,0,25.6,1.2,1010,1020.4,76,.61,300
108,2023-03-08 09:09,10.5,0,37.9,1,1010,1020.4,74.8,.61,300
108,2023-03-08 09:10,10.5,0,13.7,.8,1010,1020.4,75.1,.62,300
108,2023-03-08 09:11,10.5,0,31.4,.8,1010,1020.4,73.7,.63,300
108,2023-03-08 09:12,10.5,0,28.1,1,1010,1020.4,74.3,.64,300
108,2023-03-08 09:13,10.6,0,25.1,1.2,1009.9,1020.3,74.5,.64,300
108,2023-03-08 09:14,10.6,0,29.3,1.2,1009.9,1020.3,75.3,.65,300
108,2023-03-08 09:15,10.6,0,27.8,1.2,1009.9,1020.3,75.7,.66,300
108,2023-03-08 09:16,10.6,0,35.6,1.1,1009.9,1020.3,75.7,.67,300
108,2023-03-08 09:17,10.7,0,21.2,1.3,1009.9,1020.3,74.3,.67,300
108,2023-03-08 09:18,10.7,0,43,1.6,1010,1020.4,74.2,.68,300
108,2023-03-08 09:19,10.7,0,42.6,1.5,1009.9,1020.3,74.4,.69,300
108,2023-03-08 09:20,10.7,0,17.1,2.5,1009.9,1020.3,74.1,.7,300
108,2023-03-08 09:21,10.8,0,20.7,2.8,1009.9,1020.3,74.7,.7,300
108,2023-03-08 09:22,10.8,0,24.1,2.7,1009.9,1020.3,75.1,.71,300
108,2023-03-08 09:23,10.8,0,37.7,2.3,1010,1020.4,74.8,.72,300
108,2023-03-08 09:24,10.8,0,37.9,1.8,1010,1020.4,73.1,.72,300
108,2023-03-08 09:25,10.8,0,39.9,1.2,1010.1,1020.5,74.4,.73,300
108,2023-03-08 09:26,10.8,0,4.4,1.2,1010.1,1020.5,74.5,.74,300
108,2023-03-08 09:27,10.8,0,322,1.4,1010,1020.4,73.8,.75,300
108,2023-03-08 09:28,10.9,0,314.8,1.7,1010,1020.4,73.8,.76,300
108,2023-03-08 09:29,10.9,0,95,1.3,1010,1020.4,73.4,.76,300
108,2023-03-08 09:30,10.9,0,51.3,1.9,1010,1020.4,72.9,.77,300
108,2023-03-08 09:31,10.9,0,333.3,1.5,1010,1020.4,74.4,.78,300
108,2023-03-08 09:32,10.9,0,15.6,1.3,1010,1020.4,74.2,.79,300
108,2023-03-08 09:33,11,0,25.3,1.5,1010,1020.4,73.6,.8,300
108,2023-03-08 09:34,11,0,27.8,1.4,1010,1020.4,73.8,.8,300
108,2023-03-08 09:35,11,0,41.4,1,1009.9,1020.3,74.5,.82,300
108,2023-03-08 09:36,11,0,22,1,1009.9,1020.3,74.1,.84,300
108,2023-03-08 09:37,11.1,0,35.1,1,1009.9,1020.3,74.2,.85,300
108,2023-03-08 09:38,11.1,0,28.4,1.2,1009.9,1020.3,73.1,.87,360
108,2023-03-08 09:39,11.2,0,77.2,1.1,1009.9,1020.3,73.2,.89,420
108,2023-03-08 09:40,11.3,0,158.1,1.4,1009.9,1020.3,73.6,.92,420
108,2023-03-08 09:41,11.4,0,157.3,1.6,1009.9,1020.3,72,.94,540
108,2023-03-08 09:42,11.4,0,170.1,3,1009.9,1020.3,71.6,.96,600
108,2023-03-08 09:43,11.5,0,158.1,1.8,1009.9,1020.3,70.7,.99,600
108,2023-03-08 09:44,11.6,0,295.8,1,1009.9,1020.3,71.7,1.01,720
108,2023-03-08 09:45,11.6,0,292.6,.6,1009.9,1020.3,71,1.03,780
108,2023-03-08 09:46,11.7,0,227,.3,1009.9,1020.2,71.8,1.06,780
108,2023-03-08 09:47,11.7,0,203.3,1.7,1009.9,1020.2,71.9,1.09,900
108,2023-03-08 09:48,11.8,0,196.9,1.7,1009.9,1020.2,71.3,1.12,960
108,2023-03-08 09:49,11.9,0,172.5,2.6,1009.9,1020.2,70.3,1.14,960
108,2023-03-08 09:50,12,0,162.3,2.4,1009.9,1020.2,70.3,1.16,1020
108,2023-03-08 09:51,12,0,192.5,2.3,1009.9,1020.2,69.2,1.18,1020
108,2023-03-08 09:52,12,0,191.3,2.6,1009.9,1020.2,68.8,1.19,1020
108,2023-03-08 09:53,12.1,0,178.5,2,1009.9,1020.2,68.2,1.21,1020
108,2023-03-08 09:54,12.1,0,209.9,.9,1009.9,1020.2,68.6,1.22,1020
108,2023-03-08 09:55,12.1,0,231.6,.5,1009.9,1020.2,68.4,1.24,1020
108,2023-03-08 09:56,12.1,0,130.6,1.1,1009.9,1020.2,69,1.25,1020
108,2023-03-08 09:57,12.2,0,175.6,1.7,1009.9,1020.2,69,1.27,1020
108,2023-03-08 09:58,12.2,0,176.5,1,1009.9,1020.2,69.8,1.28,1020
108,2023-03-08 09:59,12.2,0,113.9,1.1,1009.9,1020.2,69.3,1.3,1020
108,2023-03-08 10:00,12.3,0,121.1,.8,1009.9,1020.2,68.3,1.32,1020
108,2023-03-08 10:01,12.3,0,222.8,1.9,1009.9,1020.2,68.4,1.34,1020
108,2023-03-08 10:02,12.4,0,208.6,1.9,1009.8,1020.1,69.3,1.35,1020
108,2023-03-08 10:03,12.4,0,268.4,.8,1009.8,1020.1,68.4,1.37,1020
108,2023-03-08 10:04,12.5,0,181.7,1.8,1009.8,1020.1,66.5,1.38,1020
108,2023-03-08 10:05,12.5,0,208.1,2.7,1009.8,1020.1,66.3,1.4,1020
108,2023-03-08 10:06,12.6,0,180.3,3.9,1009.8,1020.1,64.7,1.42,1020
108,2023-03-08 10:07,12.6,0,175.2,2.9,1009.8,1020.1,64.6,1.44,1020
108,2023-03-08 10:08,12.7,0,180.9,3.3,1009.8,1020.1,63.9,1.46,1080
108,2023-03-08 10:09,12.8,0,197.7,4.6,1009.8,1020.1,63.2,1.48,1080
108,2023-03-08 10:10,12.8,0,181.7,3.1,1009.8,1020.1,63.1,1.51,1140
108,2023-03-08 10:11,12.9,0,161.3,3.6,1009.7,1020,62.5,1.54,1200
108,2023-03-08 10:12,13,0,193.8,4.5,1009.7,1020,61.2,1.56,1260
108,2023-03-08 10:13,13.1,0,152.2,4.7,1009.7,1020,60.5,1.59,1320
108,2023-03-08 10:14,13.1,0,158.1,2.7,1009.7,1020,61,1.61,1380
108,2023-03-08 10:15,13.2,0,192.4,3.7,1009.7,1020,60.4,1.64,1440
108,2023-03-08 10:16,13.2,0,185.2,3.5,1009.6,1019.9,60.3,1.67,1500
108,2023-03-08 10:17,13.3,0,189.4,3.3,1009.6,1019.9,59.7,1.69,1500
108,2023-03-08 10:18,13.3,0,177.3,3.7,1009.6,1019.9,59.4,1.71,1500
108,2023-03-08 10:19,13.4,0,169.4,2.8,1009.6,1019.9,59.3,1.73,1560
108,2023-03-08 10:20,13.4,0,174.1,3.4,1009.6,1019.9,58.9,1.76,1560
108,2023-03-08 10:21,13.4,0,217.3,2.4,1009.6,1019.9,57.6,1.78,1620
108,2023-03-08 10:22,13.5,0,221.8,2.8,1009.6,1019.9,58.7,1.81,1680
108,2023-03-08 10:23,13.6,0,184.1,3.1,1009.6,1019.9,57.1,1.84,1740
108,2023-03-08 10:24,13.6,0,185.2,4.6,1009.6,1019.9,58,1.87,1800
108,2023-03-08 10:25,13.7,0,196.1,3.5,1009.6,1019.8,58.7,1.9,1860
108,2023-03-08 10:26,13.7,0,206.9,3.8,1009.5,1019.7,57.6,1.93,1920
108,2023-03-08 10:27,13.8,0,173.5,5.2,1009.5,1019.7,57.8,1.96,1920
108,2023-03-08 10:28,13.8,0,168.5,3.8,1009.5,1019.7,55.8,1.98,1920
108,2023-03-08 10:29,13.8,0,188.4,5.7,1009.5,1019.7,55.4,2,1920
108,2023-03-08 10:30,13.8,0,220.6,5.9,1009.5,1019.7,54.4,2.02,1920
108,2023-03-08 10:31,13.8,0,202.7,4.3,1009.5,1019.7,54.8,2.04,1920
108,2023-03-08 10:32,13.9,0,165,3.8,1009.5,1019.7,55.5,2.07,1980
108,2023-03-08 10:33,13.9,0,184.8,3.9,1009.5,1019.7,55.1,2.1,2040
108,2023-03-08 10:34,14,0,198.7,2.6,1009.6,1019.8,57,2.13,2100
108,2023-03-08 10:35,14.1,0,250.9,2.3,1009.6,1019.8,55.5,2.16,2160
108,2023-03-08 10:36,14.1,0,186.4,3.5,1009.6,1019.8,54.6,2.19,2220
108,2023-03-08 10:37,14.2,0,196.7,4.7,1009.6,1019.8,54.1,2.22,2280
108,2023-03-08 10:38,14.2,0,212.3,3.6,1009.6,1019.8,54.2,2.25,2280
108,2023-03-08 10:39,14.2,0,173.1,4.6,1009.6,1019.8,54.5,2.27,2280
108,2023-03-08 10:40,14.2,0,190.1,4.2,1009.6,1019.8,54.5,2.29,2280
108,2023-03-08 10:41,14.2,0,186,3.4,1009.6,1019.8,54.1,2.31,2280
108,2023-03-08 10:42,14.2,0,197.3,2.8,1009.7,1019.9,53.8,2.34,2280
108,2023-03-08 10:43,14.2,0,202.3,2.5,1009.7,1019.9,54.7,2.35,2280
108,2023-03-08 10:44,14.2,0,237.8,2.2,1009.7,1019.9,54.3,2.37,2280
108,2023-03-08 10:45,14.2,0,269.3,3.5,1009.8,1020,53.7,2.39,2280
108,2023-03-08 10:46,14.2,0,223.5,3.4,1009.8,1020,53.9,2.41,2280
108,2023-03-08 10:47,14.2,0,212.8,3.5,1009.9,1020.1,53.9,2.43,2280
108,2023-03-08 10:48,14.3,0,201.4,2.7,1009.9,1020.1,53.7,2.44,2280
108,2023-03-08 10:49,14.3,0,215.2,2.5,1009.8,1020,53.6,2.46,2280
108,2023-03-08 10:50,14.3,0,255.9,2.4,1009.8,1020,54.3,2.48,2280
108,2023-03-08 10:51,14.3,0,181.3,1.8,1009.8,1020,53,2.49,2280
108,2023-03-08 10:52,14.3,0,232.3,1.9,1009.9,1020.1,54.9,2.51,2280
108,2023-03-08 10:53,14.3,0,240.6,1.9,1009.8,1020,53.6,2.52,2280
108,2023-03-08 10:54,14.3,0,250.9,3.8,1009.8,1020,53.5,2.54,2280
108,2023-03-08 10:55,14.4,0,260.6,3.1,1009.8,1020,53.1,2.56,2280
108,2023-03-08 10:56,14.4,0,282.8,2.6,1009.9,1020.1,53.2,2.58,2280
108,2023-03-08 10:57,14.4,0,243.3,2.4,1009.9,1020.1,54.7,2.6,2280
108,2023-03-08 10:58,14.4,0,171.5,2.6,1009.9,1020.1,54.8,2.62,2280
108,2023-03-08 10:59,14.4,0,184.1,3.1,1009.9,1020.1,54.2,2.64,2280
108,2023-03-08 11:00,14.4,0,185.3,2.9,1009.9,1020.1,54.6,2.66,2280
108,2023-03-08 11:01,14.4,0,187.4,2.8,1009.9,1020.1,53.9,2.68,2280
108,2023-03-08 11:02,14.4,0,216.8,2.2,1010,1020.2,53.7,2.69,2280
108,2023-03-08 11:03,14.4,0,223.2,1.5,1010,1020.2,52.3,2.71,2280
108,2023-03-08 11:04,14.4,0,212.1,1.3,1010,1020.2,54.5,2.73,2280
108,2023-03-08 11:05,14.5,0,211,1.6,1010,1020.2,53.3,2.74,2280
108,2023-03-08 11:06,14.5,0,215.4,2.4,1010,1020.2,53.9,2.76,2280
108,2023-03-08 11:07,14.5,0,223.1,2.4,1010,1020.2,53,2.77,2280
108,2023-03-08 11:08,14.6,0,224.2,4.6,1009.9,1020.1,51.8,2.79,2280
108,2023-03-08 11:09,14.6,0,204.3,2.9,1010,1020.2,51.7,2.8,2280
108,2023-03-08 11:10,14.6,0,227.5,2.3,1009.9,1020.1,52.6,2.8,2280
108,2023-03-08 11:11,14.6,0,240.5,3.5,1009.9,1020.1,52.1,2.82,2280
108,2023-03-08 11:12,14.6,0,209.7,2.8,1009.9,1020.1,51.6,2.83,2280
108,2023-03-08 11:13,14.6,0,187.9,2.8,1009.8,1020,53.3,2.84,2280
108,2023-03-08 11:14,14.6,0,196.3,2.3,1009.8,1020,53.6,2.84,2280
108,2023-03-08 11:15,14.5,0,202.3,3.5,1009.8,1020,53.2,2.85,2280
108,2023-03-08 11:16,14.5,0,216.9,3.5,1009.8,1020,52.1,2.86,2280
108,2023-03-08 11:17,14.5,0,211.1,4.6,1009.7,1019.9,52,2.87,2280
108,2023-03-08 11:18,14.5,0,212.9,3.6,1009.7,1019.9,51.5,2.88,2280
108,2023-03-08 11:19,14.5,0,242.4,2.4,1009.7,1019.9,51.8,2.89,2280
108,2023-03-08 11:20,14.5,0,241,2.6,1009.7,1019.9,51.6,2.9,2280
108,2023-03-08 11:21,14.5,0,219.4,2.6,1009.7,1019.9,52.5,2.91,2280
108,2023-03-08 11:22,14.5,0,201.9,2.1,1009.7,1019.9,52.8,2.91,2280
108,2023-03-08 11:23,14.5,0,233.6,2.8,1009.7,1019.9,51.5,2.92,2280
108,2023-03-08 11:24,14.5,0,225.1,3,1009.7,1019.9,50.8,2.94,2280
108,2023-03-08 11:25,14.5,0,225.3,2.4,1009.7,1019.9,52.4,2.95,2280
108,2023-03-08 11:26,14.6,0,225.7,3,1009.6,1019.8,51.1,2.97,2280
108,2023-03-08 11:27,14.6,0,199,2.8,1009.6,1019.8,53.1,2.98,2280
108,2023-03-08 11:28,14.6,0,182.5,3.6,1009.6,1019.8,52.1,3,2280
108,2023-03-08 11:29,14.6,0,218.5,3.2,1009.6,1019.8,50.7,3.02,2280
108,2023-03-08 11:30,14.7,0,210.6,2.4,1009.6,1019.8,51.1,3.04,2280
108,2023-03-08 11:31,14.7,0,185.2,2.5,1009.5,1019.7,51.6,3.07,2280
108,2023-03-08 11:32,14.8,0,168.7,1.9,1009.5,1019.7,50.6,3.1,2340
108,2023-03-08 11:33,14.9,0,231.4,1.8,1009.5,1019.7,50.5,3.13,2400
108,2023-03-08 11:34,15,0,253.1,1.6,1009.5,1019.7,50.8,3.17,2400
108,2023-03-08 11:35,15.1,0,212.8,1.9,1009.4,1019.6,51.4,3.21,2520
108,2023-03-08 11:36,15.1,0,202.6,2.4,1009.4,1019.6,50.3,3.25,2580
108,2023-03-08 11:37,15.2,0,177.4,1.9,1009.4,1019.6,51.8,3.29,2580
